building_collapse,crash,earthquake,explosion,flood,haze,meteor,shoot,typhoon,wildfire
,,"('bfp', 0.31690134505943096)",,"('darwin', 0.3969441647448686)",,,,,
,,"('bnp', 0.31690134505943096)",,"('volare', 0.39680881879445956)",,,,,
,,"('edl', 0.31690134505943096)",,"('thankfulblessed', 0.3965837934787469)",,,,,
,,"('pakis', 0.31690134505943096)",,"('eldo', 0.3965677157206386)",,,,,
,,"('rape', 0.31690134505943096)",,"('sprgs', 0.3965677157206386)",,,,,
,,"('boholano', 0.3168221915930717)",,"('yearflood', 0.3965677157206386)",,,,,
,,"('kundi', 0.3168221915930717)",,"('phrase', 0.3965547566035182)",,,,,
,,"('magawa', 0.3168221915930717)",,"('projection', 0.39638464646276755)",,,,,
,,"('magdasal', 0.3168221915930717)",,"('forehead', 0.39624263750151434)",,,,,
,,"('ofw', 0.3168221915930717)",,"('halls', 0.39624263750151434)",,,,,
,,"('umiyak', 0.3168221915930717)",,"('desert', 0.3961195216071646)",,,,,
,,"('chiude', 0.31677060109773714)",,"('pathetic', 0.3961195216071646)",,,,,
,,"('dipende', 0.31677060109773714)",,"('invitato', 0.3960984285406053)",,,,,
,,"('stabilimento', 0.31677060109773714)",,"('olbiadintornichi', 0.3960984285406053)",,,,,
,,"('boat', 0.31666237015761817)",,"('pesantiterne', 0.3960984285406053)",,,,,
,,"('dizzy', 0.31666237015761817)",,"('simili', 0.3960984285406053)",,,,,
,,"('rid', 0.31666237015761817)",,"('pgatourcanada', 0.39608147889958956)",,,,,
,,"('wive', 0.31666237015761817)",,"('parescue', 0.396058693599623)",,,,,
,,"('babangon', 0.3163027227470132)",,"('pomy', 0.396058693599623)",,,,,
,,"('nasusubok', 0.3163027227470132)",,"('wdogs', 0.396058693599623)",,,,,
,,"('pagkakataon', 0.3163027227470132)",,"('wifeampkid', 0.396058693599623)",,,,,
,,"('acatar', 0.31610925219528646)",,"('bayanpoblacion', 0.39604957107490557)",,,,,
,,"('entierro', 0.31610925219528646)",,"('talaba', 0.39604957107490557)",,,,,
,,"('orden', 0.31610925219528646)",,"('ripple', 0.396047439421308)",,,,,
,,"('suspensi', 0.31610925219528646)",,"('accurate', 0.39604498784074504)",,,,,
,,"('arrival', 0.3158365294361884)",,"('breath', 0.39604498784074504)",,,,,
,,"('fluctuations', 0.3158365294361884)",,"('usgsnws', 0.39604498784074504)",,,,,
,,"('movistar', 0.3158365294361884)",,"('jst', 0.39574075605321857)",,,,,
,,"('price', 0.3158365294361884)",,"('modern', 0.39568931011259795)",,,,,
,,"('roam', 0.3158365294361884)",,"('disgraceful', 0.39561009695254745)",,,,,
,,"('users', 0.3158365294361884)",,"('exploit', 0.39561009695254745)",,,,,
,,"('azul', 0.3158004234896531)",,"('reservoir', 0.39538720873728045)",,,,,
,,"('beach', 0.3158004234896531)",,"('unlucky', 0.3951663148404483)",,,,,
,,"('mounta', 0.3158004234896531)",,"('although', 0.39515445482694195)",,,,,
,,"('plya', 0.3158004234896531)",,"('monsoonal', 0.39515445482694195)",,,,,
,,"('sanjuandelsur', 0.3158004234896531)",,"('salamis', 0.39515445482694195)",,,,,
,,"('summer', 0.3158004234896531)",,"('tornatoes', 0.39515445482694195)",,,,,
,,"('verano', 0.3158004234896531)",,"('earls', 0.39510286306137193)",,,,,
,,"('connessione', 0.31561307438896885)",,"('earlstinpalace', 0.39510286306137193)",,,,,
,,"('passwordla', 0.31561307438896885)",,"('palace', 0.39510286306137193)",,,,,
,,"('permettere', 0.31561307438896885)",,"('erupt', 0.39509402759428885)",,,,,
,,"('protetta', 0.31561307438896885)",,"('fri', 0.3950305888968101)",,,,,
,,"('renda', 0.31561307438896885)",,"('topstories', 0.3950305888968101)",,,,,
,,"('coraggio', 0.31526702499438913)",,"('ball', 0.39496536911624197)",,,,,
,,"('politicanti', 0.31526702499438913)",,"('discuss', 0.39496536911624197)",,,,,
,,"('saccenti', 0.31526702499438913)",,"('ludwig', 0.39496536911624197)",,,,,
,,"('scendere', 0.31526702499438913)",,"('makaiwas', 0.39479866108540684)",,,,,
,,"('vigliacchi', 0.31526702499438913)",,"('momol', 0.39479866108540684)",,,,,
,,"('atlantide', 0.3151905407519757)",,"('bnetraffic', 0.3947650865975419)",,,,,
,,"('bufaleterremoto', 0.3151905407519757)",,"('congest', 0.3947650865975419)",,,,,
,,"('compatire', 0.3151905407519757)",,"('heavily', 0.3947650865975419)",,,,,
,,"('puntata', 0.3151905407519757)",,"('longweekend', 0.3947650865975419)",,,,,
,,"('masira', 0.3151628114990282)",,"('motorway', 0.3947650865975419)",,,,,
,,"('muka', 0.3151628114990282)",,"('rodriquez', 0.3946319718902335)",,,,,
,,"('dkpopnews', 0.314802733652996)",,"('todayrizal', 0.3946319718902335)",,,,,
,,"('grr', 0.314802733652996)",,"('sola', 0.39450717455798967)",,,,,
,,"('minho', 0.314802733652996)",,"('apps', 0.3944281838698985)",,,,,
,,"('nagmention', 0.314802733652996)",,"('battery', 0.3944281838698985)",,,,,
,,"('noh', 0.314802733652996)",,"('complaints', 0.3942241755001808)",,,,,
,,"('apektado', 0.31475993371411515)",,"('perspective', 0.3942241755001808)",,,,,
,,"('philipp', 0.31475993371411515)",,"('petty', 0.3942241755001808)",,,,,
,,"('accetto', 0.31442211568933237)",,"('teenager', 0.39414485052345255)",,,,,
,,"('justin', 0.31442211568933237)",,"('estesflood', 0.39409991898924907)",,,,,
,,"('sbagliate', 0.31442211568933237)",,"('newsaustral', 0.39405745079045273)",,,,,
,,"('conseguenzeper', 0.3144178796630281)",,"('topstory', 0.39405745079045273)",,,,,
,,"('lascia', 0.3144178796630281)",,"('newmarket', 0.3939773233112909)",,,,,
,,"('malessere', 0.3144178796630281)",,"('absolute', 0.3939734013481484)",,,,,
,,"('odio', 0.3144178796630281)",,"('commissioner', 0.3939734013481484)",,,,,
,,"('schifoso', 0.3144178796630281)",,"('lunacy', 0.3939734013481484)",,,,,
,,"('terremotooltre', 0.3144178796630281)",,"('stewart', 0.3939734013481484)",,,,,
,,"('terribili', 0.3144178796630281)",,"('curfews', 0.3939184795677242)",,,,,
,,"('anota', 0.3143137663909898)",,"('manager', 0.3939184795677242)",,,,,
,,"('anteriores', 0.3143137663909898)",,"('oct', 0.3939184795677242)",,,,,
,,"('gan', 0.3143137663909898)",,"('adams', 0.39391512060559375)",,,,,
,,"('lasele', 0.3143137663909898)",,"('como', 0.39386197147564744)",,,,,
,,"('sexta', 0.3143137663909898)",,"('deo', 0.39386197147564744)",,,,,
,,"('mandare', 0.31424578016737936)",,"('favorito', 0.39386197147564744)",,,,,
,,"('vip', 0.31424578016737936)",,"('marcado', 0.39386197147564744)",,,,,
,,"('vostri', 0.31424578016737936)",,"('foodwater', 0.39383533190744285)",,,,,
,,"('guerrieri', 0.3139506074727321)",,"('funeraria', 0.39383533190744285)",,,,,
,,"('loro', 0.3139506074727321)",,"('bonorva', 0.39382026851696894)",,,,,
,,"('maiuscola', 0.3139506074727321)",,"('thealley', 0.3938197773621113)",,,,,
,,"('ognuno', 0.3139506074727321)",,"('wildweather', 0.3938197773621113)",,,,,
,,"('risveglio', 0.3139506074727321)",,"('brain', 0.3936373080774716)",,,,,
,,"('acevedo', 0.31362517300519727)",,"('ideas', 0.3936373080774716)",,,,,
,,"('cobreloa', 0.31362517300519727)",,"('goodweatherplease', 0.39357103972828755)",,,,,
,,"('contreras', 0.31362517300519727)",,"('pahabol', 0.39357103972828755)",,,,,
,,"('lesion', 0.31362517300519727)",,"('sabay', 0.39357103972828755)",,,,,
,,"('palos', 0.31362517300519727)",,"('brodeejay', 0.39338910080522405)",,,,,
,,"('pudri', 0.31362517300519727)",,"('seminary', 0.39338910080522405)",,,,,
,,"('money', 0.31317291170847533)",,"('pataiwan', 0.39338900775795566)",,,,,
,,"('refund', 0.31317291170847533)",,"('uulanin', 0.39338900775795566)",,,,,
,,"('snorkel', 0.31317291170847533)",,"('pamper', 0.3932375840648845)",,,,,
,,"('tourism', 0.31317291170847533)",,"('nenshion', 0.39314685892606105)",,,,,
,,"('yall', 0.31317291170847533)",,"('continuous', 0.39311128174853827)",,,,,
,,"('interrotta', 0.31314706264473186)",,"('newsn', 0.39311128174853827)",,,,,
,,"('indiqu', 0.31309215790612577)",,"('postate', 0.39308144505219184)",,,,,
,,"('moins', 0.31309215790612577)",,"('testimoni', 0.39308144505219184)",,,,,
,,"('pacifique', 0.31309215790612577)",,"('decadent', 0.3930107843862275)",,,,,
,,"('secou', 0.31309215790612577)",,"('homosexual', 0.3930107843862275)",,,,,
,,"('sident', 0.31309215790612577)",,"('pastor', 0.3930107843862275)",,,,,
,,"('sousmarin', 0.31309215790612577)",,"('couriermail', 0.3929240863456964)",,,,,
,,"('corra', 0.31272546848180377)",,"('rundown', 0.3929240863456964)",,,,,
,,"('dir', 0.31272546848180377)",,"('manilaour', 0.3928831377596631)",,,,,
,,"('empuje', 0.31272546848180377)",,"('will', 0.3928831377596631)",,,,,
,,"('grite', 0.31272546848180377)",,"('agoso', 0.3928827272836328)",,,,,
,,"('jase', 0.31272546848180377)",,"('unnecessary', 0.3928699281717827)",,,,,
,,"('recuerde', 0.31272546848180377)",,"('armbruster', 0.3928649139537593)",,,,,
,,"('segura', 0.31272546848180377)",,"('arrest', 0.3928649139537593)",,,,,
,,"('adolfo', 0.31261132080326476)",,"('brazi', 0.3928649139537593)",,,,,
,,"('anunciado', 0.31261132080326476)",,"('stefan', 0.3928649139537593)",,,,,
,,"('donara', 0.31261132080326476)",,"('paralyze', 0.39281677367890916)",,,,,
,,"('embajador', 0.31261132080326476)",,"('pound', 0.39281677367890916)",,,,,
,,"('ooooooo', 0.31261132080326476)",,"('broadbeach', 0.39270025001650377)",,,,,
,,"('republica', 0.31261132080326476)",,"('appena', 0.39263981094313327)",,,,,
,,"('newsdeath', 0.31245680177229196)",,"('avviso', 0.39263981094313327)",,,,,
,,"('adormir', 0.3121775992300823)",,"('diramata', 0.39263981094313327)",,,,,
,,"('asisomos', 0.3121775992300823)",,"('fossils', 0.3925340297539625)",,,,,
,,"('dijeron', 0.3121775992300823)",,"('rslink', 0.3925340297539625)",,,,,
,,"('minero', 0.3121775992300823)",,"('maharlika', 0.392454712109134)",,,,,
,,"('pijama', 0.3121775992300823)",,"('morn', 0.392454712109134)",,,,,
,,"('avvenimenti', 0.31202936646527923)",,"('tiisbaha', 0.392454712109134)",,,,,
,,"('devo', 0.31202936646527923)",,"('zamboanga', 0.392454712109134)",,,,,
,,"('ricorda', 0.31202936646527923)",,"('allnightlong', 0.39237779404728346)",,,,,
,,"('ringraziare', 0.31202936646527923)",,"('clock', 0.39237779404728346)",,,,,
,,"('scorrere', 0.31202936646527923)",,"('nighter', 0.39237779404728346)",,,,,
,,"('ultimamente', 0.31202936646527923)",,"('zinccq', 0.39237779404728346)",,,,,
,,"('attacchi', 0.3119557737375974)",,"('bshim', 0.3923391565006289)",,,,,
,,"('disgrazie', 0.3119557737375974)",,"('fruadenoughlies', 0.3923391565006289)",,,,,
,,"('diventata', 0.3119557737375974)",,"('gore', 0.3923391565006289)",,,,,
,,"('omicidi', 0.3119557737375974)",,"('jailfor', 0.3923391565006289)",,,,,
,,"('presunti', 0.3119557737375974)",,"('benevity', 0.3922127851035475)",,,,,
,,"('terroristici', 0.3119557737375974)",,"('recoveryrebuild', 0.3920607388319378)",,,,,
,,"('tribunale', 0.3119557737375974)",,"('pigroni', 0.3920351513282413)",,,,,
,,"('delinquenti', 0.31185997791745623)",,"('ricevere', 0.3920351513282413)",,,,,
,,"('girando', 0.31185997791745623)",,"('moras', 0.39201279741847195)",,,,,
,,"('ladri', 0.31185997791745623)",,"('palad', 0.39201279741847195)",,,,,
,,"('conoscere', 0.31181036509357857)",,"('tomaspampanga', 0.39201279741847195)",,,,,
,,"('certe', 0.3111167525364929)",,"('branchthese', 0.39174107648122236)",,,,,
,,"('dichiarazioni', 0.3111167525364929)",,"('turnedover', 0.39174107648122236)",,,,,
,,"('senso', 0.3111167525364929)",,"('thomasianhumor', 0.3916310173761322)",,,,,
,,"('soprattutto', 0.3111167525364929)",,"('noah', 0.39162910713276533)",,,,,
,,"('tristissimo', 0.3111167525364929)",,"('celeb', 0.3915366701265412)",,,,,
,,"('aprobaron', 0.31110522292317366)",,"('addhrstheircontct', 0.3915069174506174)",,,,,
,,"('crearon', 0.31110522292317366)",,"('monthold', 0.3915069174506174)",,,,,
,,"('digo', 0.31110522292317366)",,"('sisuncleuntie', 0.3915069174506174)",,,,,
,,"('homenajeados', 0.31110522292317366)",,"('tnx', 0.3915069174506174)",,,,,
,,"('pol', 0.31110522292317366)",,"('strandedno', 0.3912883715567145)",,,,,
,,"('acerca', 0.31107571095871217)",,"('alongside', 0.39112511926138893)",,,,,
,,"('amos', 0.31107571095871217)",,"('alessandra', 0.3910590354400163)",,,,,
,,"('basurearlo', 0.31107571095871217)",,"('einaudi', 0.3910590354400163)",,,,,
,,"('bestia', 0.31107571095871217)",,"('optimism', 0.3910463102563771)",,,,,
,,"('cabeza', 0.31107571095871217)",,"('lordinario', 0.39104514277039554)",,,,,
,,"('jefes', 0.31107571095871217)",,"('previene', 0.39104514277039554)",,,,,
,,"('diffusione', 0.31104571424819366)",,"('campos', 0.39099891097844575)",,,,,
,,"('rispondere', 0.31104571424819366)",,"('playbook', 0.3909742075496292)",,,,,
,,"('rispondono', 0.31104571424819366)",,"('scientist', 0.3909742075496292)",,,,,
,,"('scusano', 0.31104571424819366)",,"('bund', 0.3909178184252861)",,,,,
,,"('spedendo', 0.31104571424819366)",,"('itsbad', 0.39084620608657017)",,,,,
,,"('stan', 0.31104571424819366)",,"('lightbulb', 0.39084620608657017)",,,,,
,,"('aggiusti', 0.31093349860799524)",,"('patrick', 0.39084620608657017)",,,,,
,,"('angelo', 0.31093349860799524)",,"('patrickstar', 0.39084620608657017)",,,,,
,,"('bersaglio', 0.31093349860799524)",,"('preachit', 0.39084620608657017)",,,,,
,,"('estense', 0.31093349860799524)",,"('flaw', 0.39082791434840275)",,,,,
,,"('sant', 0.31093349860799524)",,"('masambong', 0.3908040306528117)",,,,,
,,"('vati', 0.31093349860799524)",,"('louder', 0.39070236416913784)",,,,,
,,"('tuwing', 0.3109138038684728)",,"('brand', 0.39068663495528727)",,,,,
,,"('valentines', 0.3109138038684728)",,"('effectivity', 0.39068663495528727)",,,,,
,,"('gola', 0.3108298846894558)",,"('crisi', 0.39068526957607197)",,,,,
,,"('groppo', 0.3108298846894558)",,"('automatic', 0.3906558929830351)",,,,,
,,"('manichelavorano', 0.3108298846894558)",,"('dec', 0.3906558929830351)",,,,,
,,"('rimboccano', 0.3108298846894558)",,"('gauge', 0.3906558929830351)",,,,,
,,"('sodo', 0.3108298846894558)",,"('kidlat', 0.390317643246147)",,,,,
,,"('heat', 0.3107810266062949)",,"('nakakatakot', 0.390317643246147)",,,,,
,,"('boholso', 0.3106501443626005)",,"('floodproof', 0.3903013272358857)",,,,,
,,"('collect', 0.3106501443626005)",,"('telltoday', 0.3903013272358857)",,,,,
,,"('excite', 0.3106501443626005)",,"('yxe', 0.3902403503707062)",,,,,
,,"('process', 0.3106501443626005)",,"('bermcant', 0.3902395348917427)",,,,,
,,"('allarena', 0.310554524307263)",,"('pix', 0.3902395348917427)",,,,,
,,"('concerti', 0.310554524307263)",,"('jeez', 0.39022140676656303)",,,,,
,,"('devolver', 0.310554524307263)",,"('oldschoolweather', 0.39022140676656303)",,,,,
,,"('incassi', 0.310554524307263)",,"('education', 0.39007369285524945)",,,,,
,,"('ataconavi', 0.31042251036686574)",,"('query', 0.38998804283359556)",,,,,
,,"('constructoeas', 0.31042251036686574)",,"('metre', 0.3899840921609696)",,,,,
,,"('falla', 0.31042251036686574)",,"('amthoughts', 0.38991109657107764)",,,,,
,,"('frotan', 0.31042251036686574)",,"('hashtagdinhabangmaypanahon', 0.38991109657107764)",,,,,
,,"('iglesias', 0.31042251036686574)",,"('putik', 0.38991109657107764)",,,,,
,,"('manos', 0.31042251036686574)",,"('weeeh', 0.38991109657107764)",,,,,
,,"('platina', 0.31042251036686574)",,"('perfecto', 0.3898772639442192)",,,,,
,,"('rafael', 0.31042251036686574)",,"('pleaseee', 0.3898772639442192)",,,,,
,,"('cours', 0.3100083540159283)",,"('avequezon', 0.389856131395777)",,,,,
,,"('personnes', 0.3100083540159283)",,"('boyfriend', 0.389856131395777)",,,,,
,,"('quelque', 0.3100083540159283)",,"('soen', 0.389856131395777)",,,,,
,,"('rations', 0.3100083540159283)",,"('buwaya', 0.3897388560521915)",,,,,
,,"('secours', 0.3100083540159283)",,"('nagtatago', 0.3897388560521915)",,,,,
,,"('seraient', 0.3100083540159283)",,"('nahuling', 0.3897388560521915)",,,,,
,,"('sont', 0.3100083540159283)",,"('philippinecanadian', 0.3897020472764346)",,,,,
,,"('continuate', 0.30987286612976805)",,"('tmrw', 0.3897020472764346)",,,,,
,,"('facendogli', 0.30987286612976805)",,"('winnipegs', 0.3897020472764346)",,,,,
,,"('infelici', 0.30987286612976805)",,"('binari', 0.3895588306429623)",,,,,
,,"('pubblicit', 0.30987286612976805)",,"('sospesi', 0.3895588306429623)",,,,,
,,"('raccomando', 0.30987286612976805)",,"('treno', 0.3895588306429623)",,,,,
,,"('riguardo', 0.30987286612976805)",,"('vuoto', 0.3895588306429623)",,,,,
,,"('societ', 0.30987286612976805)",,"('uncomprimised', 0.38950939310361804)",,,,,
,,"('abuchear', 0.3096011943311978)",,"('feelin', 0.3894872666625328)",,,,,
,,"('mundistas', 0.3096011943311978)",,"('loveeternal', 0.3894872666625328)",,,,,
,,"('salva', 0.3096011943311978)",,"('dismissal', 0.3894731354338424)",,,,,
,,"('somos', 0.3096011943311978)",,"('lawsuit', 0.3894731354338424)",,,,,
,,"('tercer', 0.3096011943311978)",,"('merrill', 0.3894731354338424)",,,,,
,,"('cugini', 0.3093393886107611)",,"('uphold', 0.3894731354338424)",,,,,
,,"('gualtieri', 0.3093393886107611)",,"('woori', 0.3894731354338424)",,,,,
,,"('lhan', 0.3093393886107611)",,"('knowledge', 0.38938529660329796)",,,,,
,,"('zia', 0.3093393886107611)",,"('bicutan', 0.38938130524709497)",,,,,
,,"('bolog', 0.3090352826714174)",,"('lampas', 0.38938130524709497)",,,,,
,,"('contributi', 0.3090352826714174)",,"('purity', 0.38938130524709497)",,,,,
,,"('fini', 0.3090352826714174)",,"('remmanville', 0.38938130524709497)",,,,,
,,"('merda', 0.3090352826714174)",,"('employers', 0.3892932773412271)",,,,,
,,"('partiti', 0.3090352826714174)",,"('establishments', 0.3892932773412271)",,,,,
,,"('pubblici', 0.3090352826714174)",,"('floodsstorms', 0.3892656476314405)",,,,,
,,"('cattiva', 0.30896638506027585)",,"('abscbn', 0.38923640073766985)",,,,,
,,"('detto', 0.30896638506027585)",,"('examiner', 0.38923640073766985)",,,,,
,,"('figlio', 0.30896638506027585)",,"('tomis', 0.38923640073766985)",,,,,
,,"('mini', 0.30896638506027585)",,"('boulderfloodrelief', 0.3891170115977446)",,,,,
,,"('pedagogia', 0.30896638506027585)",,"('gmail', 0.3891170115977446)",,,,,
,,"('caballero', 0.3087071058779336)",,"('cali', 0.38905859423667716)",,,,,
,,"('goles', 0.3087071058779336)",,"('prayfortheworld', 0.38905859423667716)",,,,,
,,"('lopez', 0.3087071058779336)",,"('partly', 0.3887989345118137)",,,,,
,,"('bogor', 0.3085854333921094)",,"('screen', 0.3887989345118137)",,,,,
,,"('door', 0.3085854333921094)",,"('signer', 0.3887989345118137)",,,,,
,,"('gempabumi', 0.3085854333921094)",,"('split', 0.3887989345118137)",,,,,
,,"('gewonden', 0.3085854333921094)",,"('blogger', 0.3887908466340298)",,,,,
,,"('indonesi', 0.3085854333921094)",,"('blogging', 0.3887908466340298)",,,,,
,,"('schade', 0.3085854333921094)",,"('agite', 0.3887607906632082)",,,,,
,,"('bah', 0.3084708734633736)",,"('allora', 0.3887607906632082)",,,,,
,,"('giuliani', 0.3084708734633736)",,"('buoni', 0.3887607906632082)",,,,,
,,"('grillo', 0.3084708734633736)",,"('cavolo', 0.3887607906632082)",,,,,
,,"('rivolgesse', 0.3084708734633736)",,"('politicazzare', 0.3887607906632082)",,,,,
,,"('unastrologa', 0.3084708734633736)",,"('stringe', 0.3885744985250576)",,,,,
,,"('uscire', 0.3084708734633736)",,"('laquila', 0.3885411108028422)",,,,,
,,"('altrove', 0.308365678513853)",,"('ordina', 0.3885411108028422)",,,,,
,,"('mettessimo', 0.308365678513853)",,"('organizzati', 0.3885411108028422)",,,,,
,,"('sentirci', 0.308365678513853)",,"('testimonianza', 0.3885411108028422)",,,,,
,,"('uniti', 0.308365678513853)",,"('apple', 0.38853463219604334)",,,,,
,,"('accept', 0.3082698694904882)",,"('neverforget', 0.38853463219604334)",,,,,
,,"('batch', 0.3082698694904882)",,"('specs', 0.38853463219604334)",,,,,
,,"('colleagues', 0.3082698694904882)",,"('wreckingball', 0.38853463219604334)",,,,,
,,"('overjoy', 0.3082698694904882)",,"('rumor', 0.38844100289618533)",,,,,
,,"('collective', 0.30793153581250887)",,"('dedichiamo', 0.38817045886237744)",,,,,
,,"('customer', 0.30793153581250887)",,"('immenso', 0.38817045886237744)",,,,,
,,"('derrota', 0.30786035009832724)",,"('nellalluvione', 0.38817045886237744)",,,,,
,,"('potencial', 0.30786035009832724)",,"('decisions', 0.38807231296174843)",,,,,
,,"('probable', 0.30786035009832724)",,"('frustration', 0.38807231296174843)",,,,,
,,"('ahorita', 0.30785673301614647)",,"('balut', 0.3880556741063804)",,,,,
,,"('decidance', 0.30785673301614647)",,"('borres', 0.3880556741063804)",,,,,
,,"('imagino', 0.30785673301614647)",,"('malabonrescueph', 0.3880556741063804)",,,,,
,,"('jueguen', 0.30785673301614647)",,"('jones', 0.38802058620134366)",,,,,
,,"('jugadores', 0.30785673301614647)",,"('theresa', 0.38795908704785975)",,,,,
,,"('preocupados', 0.30785673301614647)",,"('adu', 0.38794299143210337)",,,,,
,,"('contento', 0.3078295213331657)",,"('crie', 0.38794299143210337)",,,,,
,,"('melissa', 0.3078295213331657)",,"('cgu', 0.3879289095183748)",,,,,
,,"('redronnie', 0.3078295213331657)",,"('tvdphfamily', 0.3878718975290795)",,,,,
,,"('rinunciato', 0.3078295213331657)",,"('contain', 0.38787124191381683)",,,,,
,,"('aaa', 0.307721620166878)",,"('separate', 0.38787124191381683)",,,,,
,,"('bomporto', 0.307721620166878)",,"('uncontaminated', 0.38787124191381683)",,,,,
,,"('chimico', 0.307721620166878)",,"('classwar', 0.38782377944130897)",,,,,
,,"('paolo', 0.307721620166878)",,"('corporate', 0.38782377944130897)",,,,,
,,"('placitelli', 0.307721620166878)",,"('nowar', 0.38782377944130897)",,,,,
,,"('solara', 0.307721620166878)",,"('sfollatiesondazioni', 0.3877621742013704)",,,,,
,,"('doors', 0.3076562660956041)",,"('sardegnacordoglio', 0.3877618939605917)",,,,,
,,"('hate', 0.3076562660956041)",,"('aina', 0.3876283056605345)",,,,,
,,"('ayuden', 0.3075205423587857)",,"('yambao', 0.3876283056605345)",,,,,
,,"('retuitiar', 0.3075205423587857)",,"('hundred', 0.3875908505619018)",,,,,
,,"('saldr', 0.3075205423587857)",,"('incontinence', 0.3875908505619018)",,,,,
,,"('facile', 0.3074770011515046)",,"('inconvenience', 0.3875908505619018)",,,,,
,,"('favoreaiuta', 0.3074770011515046)",,"('pardon', 0.3875908505619018)",,,,,
,,"('tuoi', 0.3074770011515046)",,"('brgynagbalon', 0.3874345851957593)",,,,,
,,"('comunere', 0.3073012307726779)",,"('marilao', 0.3874345851957593)",,,,,
,,"('infanzia', 0.3073012307726779)",,"('monteverde', 0.3874345851957593)",,,,,
,,"('nidi', 0.3073012307726779)",,"('vulcan', 0.3873730234852941)",,,,,
,,"('primarie', 0.3073012307726779)",,"('flovi', 0.38702806579729854)",,,,,
,,"('carit', 0.3067483432885774)",,"('luz', 0.38702806579729854)",,,,,
,,"('coerenza', 0.3067483432885774)",,"('barely', 0.3869639431031214)",,,,,
,,"('donano', 0.3067483432885774)",,"('tow', 0.3869639431031214)",,,,,
,,"('lui', 0.3067483432885774)",,"('fresh', 0.3869568775393146)",,,,,
,,"('milionidieuro', 0.3067483432885774)",,"('fdo', 0.38692411253652187)",,,,,
,,"('abbandono', 0.30656454755620915)",,"('paroba', 0.38692411253652187)",,,,,
,,"('achab', 0.30656454755620915)",,"('transfer', 0.38692411253652187)",,,,,
,,"('amica', 0.30656454755620915)",,"('lavori', 0.3868970084307397)",,,,,
,,"('campagna', 0.30656454755620915)",,"('proseguono', 0.3868970084307397)",,,,,
,,"('cap', 0.30656454755620915)",,"('chancellors', 0.3868788786249081)",,,,,
,,"('mando', 0.30656454755620915)",,"('butler', 0.38683658733228704)",,,,,
,,"('nave', 0.30656454755620915)",,"('mobil', 0.38683658733228704)",,,,,
,,"('callendo', 0.30641245033288234)",,"('bundaburg', 0.3868083359613781)",,,,,
,,"('cunicosirvi', 0.30641245033288234)",,"('whi', 0.3868083359613781)",,,,,
,,"('espabilaramos', 0.30641245033288234)",,"('magpatagal', 0.3867786909440415)",,,,,
,,"('panda', 0.30641245033288234)",,"('namonitor', 0.3867786909440415)",,,,,
,,"('pedazos', 0.30641245033288234)",,"('disable', 0.38665291259774803)",,,,,
,,"('cercate', 0.3063701230851143)",,"('impose', 0.38665291259774803)",,,,,
,,"('dallavis', 0.3063701230851143)",,"('westminster', 0.38655377307022315)",,,,,
,,"('organi', 0.3063701230851143)",,"('paesi', 0.38650031488465064)",,,,,
,,"('precisi', 0.3063701230851143)",,"('abpse', 0.3864723536732959)",,,,,
,,"('smentito', 0.3063701230851143)",,"('bvc', 0.3864723536732959)",,,,,
,,"('bren', 0.3063323602575021)",,"('cndp', 0.3864723536732959)",,,,,
,,"('john', 0.3063323602575021)",,"('choices', 0.38636732339135005)",,,,,
,,"('restless', 0.3063323602575021)",,"('foolish', 0.38636732339135005)",,,,,
,,"('utah', 0.3063323602575021)",,"('lifelessons', 0.38636732339135005)",,,,,
,,"('confronto', 0.3062680352594615)",,"('floodto', 0.38634507622073727)",,,,,
,,"('impotenza', 0.3062680352594615)",,"('ironyftw', 0.38634507622073727)",,,,,
,,"('algo', 0.3061595611894798)",,"('nojoke', 0.38634507622073727)",,,,,
,,"('apocalipsis', 0.3061595611894798)",,"('avvis', 0.386343503656356)",,,,,
,,"('llevamos', 0.3061595611894798)",,"('log', 0.3863197373440188)",,,,,
,,"('nom', 0.3061595611894798)",,"('speducator', 0.38631547128657595)",,,,,
,,"('selec', 0.3061595611894798)",,"('vagilia', 0.38631547128657595)",,,,,
,,"('genere', 0.3060499695433665)",,"('howard', 0.38627558060168354)",,,,,
,,"('reagiscono', 0.3060499695433665)",,"('scripps', 0.38627558060168354)",,,,,
,,"('sfighe', 0.3060499695433665)",,"('abhelp', 0.3862187981617215)",,,,,
,,"('tirano', 0.3060499695433665)",,"('rogersfido', 0.3862187981617215)",,,,,
,,"('tosti', 0.3060499695433665)",,"('texting', 0.3862187981617215)",,,,,
,,"('umarells', 0.3060499695433665)",,"('konti', 0.38601793619415875)",,,,,
,,"('zdaure', 0.3060499695433665)",,"('farmer', 0.3859398213434254)",,,,,
,,"('barrantes', 0.3058848819438438)",,"('preference', 0.3859398213434254)",,,,,
,,"('inhabitables', 0.3058848819438438)",,"('sow', 0.3859398213434254)",,,,,
,,"('valverde', 0.3058848819438438)",,"('asahan', 0.3859078393776765)",,,,,
,,"('vega', 0.3058848819438438)",,"('nakakalayo', 0.3859078393776765)",,,,,
,,"('amount', 0.30570594027032677)",,"('previously', 0.3858918261027365)",,,,,
,,"('donateaload', 0.30570594027032677)",,"('adversity', 0.3858743094081092)",,,,,
